hisp,english,spc_rand,spc_mar,spc_sli,spc_enh,spc_mod,spc_hig,spc_mar_col,spc_sli_col,spc_enh_col,spc_mod_col,spc_hig_col,weight
4,3,B,1,3,4,5,2,1,3,4,5,2,1.3036604
1,2,A,1,2,5,3,4,3,1,4,5,2,1.00068496
4,1,A,1,3,4,2,5,2,4,5,1,3,1.3886337
4,2,B,1,2,3,4,5,2,4,3,5,1,0.547490305
2,1,B,1,3,2,4,5,1,2,3,5,4,0.667542791
4,1,B,5,3,4,1,2,4,5,2,1,3,0.83447948
3,2,B,1,2,3,4,5,3,4,1,5,2,0.530756013
1,1,B,4,1,3,5,2,1,2,4,5,3,1.20942577
1,2,A,3,2,4,1,5,3,1,2,5,4,1.320419799
4,2,A,1,2,4,3,5,1,2,4,5,3,1.321607428
4,0,B,3,4,2,1,5,2,3,1,5,4,10.00640967
4,2,B,4,1,5,2,3,4,2,5,3,1,0.562200797
1,3,B,5,2,3,4,1,4,3,2,1,5,0.8604811
1,3,A,4,5,2,1,3,1,5,2,3,4,1.135418565
2,1,A,1,2,4,3,5,1,2,3,5,4,0.472541695
3,1,B,1,2,3,4,5,1,2,3,4,5,0.705206185
1,0,B,3,1,2,4,5,3,4,2,5,1,4.761023281
2,1,B,1,2,3,4,5,1,2,3,4,5,0.472541695
3,1,B,1,2,3,4,5,3,1,2,5,4,0.808973234
0,1,B,1,3,2,4,5,5,2,3,4,1,0.133724192
2,1,B,1,2,3,4,5,1,2,3,4,5,0.581917035
1,3,A,1,2,4,3,5,1,2,3,4,5,2.713182778
1,1,B,3,4,1,2,5,1,3,2,5,4,0.91656773
4,1,A,1,2,5,3,4,1,3,4,5,2,0.744961914
3,3,B,2,1,4,5,3,2,1,3,5,4,0.759470528
1,3,B,2,1,4,5,3,4,2,5,1,3,2.077147675
2,1,B,1,2,4,3,5,3,2,1,5,4,0.667542791
1,3,A,1,4,3,2,5,3,5,2,4,1,1.43190226
1,0,A,1,2,5,3,4,3,2,4,5,1,6.282246317
4,2,A,1,2,4,3,5,1,3,4,5,2,0.293712752
1,1,A,1,3,4,2,5,1,2,3,5,4,2.89002952
1,2,B,1,2,4,3,5,1,3,2,5,4,1.320419799
1,1,B,2,3,4,5,1,5,3,1,2,4,2.212537299
1,1,B,5,3,4,1,2,3,2,1,5,4,2.919478331
4,2,B,5,4,3,2,1,5,3,4,1,2,0.91106313
1,3,A,1,3,4,2,5,3,1,2,5,4,1.647062162
2,2,A,2,4,3,1,5,5,3,2,1,4,0.306900735
4,2,B,5,4,3,2,1,5,4,3,1,2,0.709004253
1,3,B,1,2,3,4,5,1,2,3,5,4,0.8604811
2,0,A,1,2,3,5,4,4,3,1,5,2,1.252191568
4,2,B,2,1,3,4,5,1,2,3,5,4,0.644925421
4,2,A,4,1,5,3,2,2,1,4,5,3,0.91106313
2,3,A,3,1,4,2,5,1,3,2,5,4,0.6266945
1,2,B,3,4,5,2,1,5,4,3,1,2,0.872327037
1,2,B,1,3,2,4,5,3,4,2,5,1,1.30710071
4,3,B,2,1,3,4,5,1,4,5,2,3,0.783415996
1,1,A,1,2,5,4,3,1,2,4,5,3,2.478404523
3,0,A,4,5,2,1,3,4,1,2,3,5,1.517489928
2,2,B,1,2,3,4,5,1,3,4,5,2,0.186306869
1,2,B,2,1,3,4,5,4,1,2,5,3,0.793487316
4,2,A,2,1,5,3,4,1,5,3,2,4,0.562200797
1,1,B,2,3,1,5,4,1,3,4,5,2,2.843087542
2,2,A,3,1,4,2,5,3,4,2,5,1,0.310027991
4,3,B,5,4,3,2,1,5,4,2,1,3,1.891117323
2,2,B,3,1,2,4,5,1,2,3,5,4,0.449733154
3,3,A,2,4,1,5,3,3,5,4,1,2,0.456392907
2,1,B,3,2,4,5,1,1,3,4,5,2,0.283967146
4,1,B,2,1,3,4,5,1,3,4,5,2,1.080657493
4,3,B,3,2,1,4,5,1,3,4,5,2,0.69937619
4,2,B,1,2,3,4,5,1,2,4,5,3,0.38755867
4,1,B,1,2,3,5,4,3,1,2,5,4,1.425944835
4,1,A,1,2,4,3,5,1,3,2,5,4,0.744961914
4,2,B,1,2,3,4,5,1,2,3,5,4,0.38755867
4,2,A,1,2,4,3,5,5,4,2,3,1,0.638420051
4,1,B,3,1,2,5,4,5,4,2,1,3,1.210513567
2,2,B,4,1,2,3,5,1,4,2,3,5,0.38178762
4,1,B,1,5,4,3,2,1,2,4,5,3,0.83447948
2,2,B,1,3,5,4,2,1,3,5,2,4,0.43796548
4,1,B,1,2,3,4,5,1,3,4,5,2,0.447674164
1,2,B,3,1,2,4,5,1,3,4,5,2,1.915428862
2,1,A,1,2,4,3,5,1,4,2,5,3,0.472541695
1,3,A,2,1,5,3,4,1,2,3,5,4,2.077147675
1,2,A,1,2,4,3,5,1,3,2,4,5,1.120931218
0,2,B,1,2,3,5,4,5,2,4,1,3,0.144523947
2,1,B,3,5,1,4,2,3,1,5,2,4,0.472541695
4,2,A,3,5,1,2,4,1,3,2,4,5,0.794201005
4,3,A,1,2,4,3,5,1,2,3,4,5,0.69937619
3,2,A,2,1,5,3,4,1,2,3,5,4,0.318950204
1,1,B,5,4,1,2,3,1,2,3,5,4,2.212537299
2,1,B,1,2,3,4,5,1,2,3,5,4,0.472541695
1,3,A,2,1,5,3,4,1,2,3,5,4,2.077147675
1,1,A,1,2,4,3,5,4,2,3,5,1,1.525234434
2,2,A,1,2,5,3,4,1,2,3,5,4,0.270260681
4,1,A,1,2,4,3,5,2,4,3,5,1,0.982989152
4,3,B,1,2,3,4,5,1,2,3,5,4,1.3036604
4,1,A,1,3,2,4,5,1,3,2,4,5,0.744961914
1,3,B,1,2,3,4,5,1,4,3,5,2,2.077147675
3,1,B,2,4,1,5,3,1,2,3,5,4,0.486140847
4,1,B,1,2,3,4,5,1,2,3,5,4,0.83447948
4,3,B,4,3,5,1,2,1,3,4,5,2,1.3036604
4,3,A,1,2,4,3,5,3,1,2,5,4,0.783415996
2,2,A,1,2,4,3,5,1,2,3,5,4,0.186306869
0,3,B,2,1,3,4,5,1,3,2,4,5,0.303048956
1,1,B,1,2,3,5,4,1,3,2,5,4,0.91656773
2,2,B,3,1,2,5,4,2,4,1,5,3,0.63532198
4,1,B,3,1,2,4,5,2,4,1,5,3,0.83447948
1,1,A,2,1,5,3,4,2,3,1,5,4,1.20942577
1,3,B,1,2,3,4,5,1,3,4,5,2,0.8604811
1,2,B,4,3,2,5,1,2,3,4,5,1,1.00068496
3,2,B,2,3,1,5,4,5,1,2,4,3,0.749780081
4,2,A,1,2,5,3,4,1,3,4,5,2,0.426065924
1,2,B,2,1,3,4,5,3,1,4,5,2,1.320419799
1,1,A,5,4,3,2,1,1,3,2,5,4,1.992270386
2,3,B,5,4,3,2,1,5,3,2,1,4,2.964665727
1,3,A,2,1,5,3,4,1,2,3,4,5,1.43190226
1,0,A,1,2,4,3,5,1,2,3,4,5,6.282246317
4,2,B,3,1,4,5,2,4,5,1,3,2,0.38755867
1,3,B,1,2,3,4,5,1,2,4,5,3,1.43190226
4,1,B,1,2,3,4,5,4,2,1,5,3,1.210513567
4,1,A,1,2,4,3,5,1,2,3,5,4,0.590713215
4,1,B,2,1,3,5,4,1,3,4,5,2,0.83447948
4,3,A,1,2,4,3,5,1,3,2,4,5,0.420280078
4,1,B,1,2,3,5,4,1,2,3,5,4,0.856901071
4,2,A,1,4,3,2,5,1,2,4,5,3,0.547490305
2,2,B,1,2,3,4,5,2,4,1,5,3,0.310027991
1,1,B,1,4,3,2,5,1,4,2,5,3,2.919478331
2,1,A,1,2,4,3,5,2,1,3,5,4,0.685478968
2,2,B,1,2,3,4,5,2,3,4,5,1,0.263189066
1,2,A,1,2,4,5,3,2,3,4,5,1,0.785483401
2,2,B,2,1,3,4,5,3,2,4,5,1,0.310027991
1,1,A,1,2,4,3,5,3,1,4,5,2,2.919478331
3,3,A,1,3,5,4,2,1,2,3,4,5,0.456392907
4,0,B,1,2,3,4,5,1,2,3,5,4,2.325400564
4,1,B,1,2,3,4,5,1,2,4,5,3,0.982989152
0,3,A,1,2,5,3,4,1,4,3,5,2,0.20890979
4,3,A,1,2,4,3,5,1,2,3,5,4,0.548972364
1,3,A,1,2,4,3,5,1,2,4,5,3,1.43190226
1,3,A,1,2,4,3,5,1,3,4,5,2,0.8604811
1,3,B,2,1,3,4,5,1,2,3,4,5,0.8604811
4,1,B,1,2,3,4,5,4,2,1,5,3,0.982989152
4,3,A,1,2,4,3,5,1,2,4,5,3,0.55456628
0,1,A,2,5,1,3,4,4,3,2,1,5,0.188907394
3,1,B,1,2,3,4,5,1,2,4,5,3,0.808973234
2,1,B,1,2,3,4,5,1,2,3,5,4,0.472541695
0,1,B,1,2,3,4,5,2,1,3,5,4,0.222526645
4,2,A,3,1,2,4,5,5,3,4,2,1,0.91106313
4,2,B,5,3,1,2,4,2,1,3,5,4,0.383649362
4,1,A,1,4,5,2,3,3,4,2,5,1,0.83447948
1,3,A,2,1,4,3,5,1,2,3,4,5,1.43190226
2,0,A,1,2,4,3,5,1,3,4,5,2,2.08373657
2,0,A,4,3,5,1,2,3,2,4,5,1,1.252191568
4,1,B,1,2,3,4,5,1,2,4,5,3,0.83447948
1,2,A,1,2,4,3,5,1,3,2,5,4,1.151049468
4,2,A,2,1,4,3,5,3,1,2,5,4,0.293712752
3,1,A,1,2,4,3,5,3,1,2,5,4,2.638153144
1,3,B,1,2,3,4,5,1,3,4,5,2,0.8604811
1,3,A,2,1,5,3,4,1,3,4,5,2,0.8604811
1,3,A,2,1,4,3,5,1,2,3,5,4,0.8604811
2,1,B,2,1,3,4,5,2,3,4,5,1,0.472541695
2,2,A,5,4,1,2,3,3,5,2,1,4,0.310027991
4,2,A,1,2,5,3,4,2,3,4,5,1,0.91106313
1,2,A,3,1,4,2,5,1,2,3,5,4,1.00068496
1,2,A,2,1,3,5,4,1,5,4,2,3,1.120931218
2,1,B,1,4,2,3,5,1,2,4,5,3,0.215205537
1,1,A,4,1,2,5,3,1,5,3,2,4,2.012571215
4,2,A,2,5,3,1,4,2,4,1,5,3,0.38755867
1,2,B,3,1,2,4,5,1,4,3,5,2,1.00068496
2,2,B,3,2,5,1,4,2,1,5,3,4,0.43796548
4,2,A,3,5,2,1,4,1,2,3,4,5,0.91106313
1,1,B,1,2,3,5,4,1,4,3,5,2,1.20942577
4,3,A,4,2,3,5,1,4,1,2,5,3,0.922838061
3,1,B,3,1,2,4,5,3,2,4,5,1,0.486140847
4,1,B,3,4,5,1,2,5,3,2,1,4,0.97307373
3,2,B,1,4,3,2,5,4,2,3,5,1,0.530756013
2,1,B,1,2,3,4,5,2,1,4,5,3,0.472541695
1,1,A,2,1,5,3,4,1,3,4,5,2,0.91656773
4,1,B,2,1,3,5,4,2,4,3,5,1,1.210513567
4,1,B,1,2,3,4,5,1,2,3,5,4,0.982989152
2,1,B,3,1,2,4,5,4,1,2,5,3,0.667542791
1,1,B,2,1,3,4,5,1,2,4,5,3,1.525234434
2,1,B,3,1,2,4,5,3,1,4,5,2,0.411928742
1,3,B,2,3,1,4,5,1,2,4,5,3,1.43190226
4,1,A,1,3,5,2,4,2,1,4,5,3,0.590713215
1,2,B,1,2,3,4,5,1,3,4,5,2,1.320419799
2,2,A,3,1,4,2,5,1,3,4,5,2,0.263189066
1,1,B,3,5,4,2,1,2,4,1,5,3,2.843087542
4,3,B,4,5,1,2,3,5,1,4,3,2,0.804465565
1,2,B,3,5,4,2,1,3,5,4,1,2,0.601347256
4,1,A,4,2,5,1,3,3,1,5,2,4,1.210513567
4,3,A,1,2,4,3,5,1,2,3,4,5,0.804465565
2,2,B,2,1,3,4,5,4,2,3,5,1,0.186306869
4,1,B,2,1,3,4,5,1,4,3,5,2,0.982989152
1,2,B,4,2,3,1,5,3,5,2,1,4,1.00068496
4,3,B,1,2,3,4,5,1,3,4,5,2,0.783415996
4,2,A,5,2,1,4,3,1,3,4,5,2,0.547490305
1,3,A,2,1,5,3,4,3,2,5,4,1,1.123965585
1,1,A,3,5,2,1,4,2,1,5,4,3,1.20942577
3,2,B,3,5,1,4,2,2,4,5,3,1,0.530756013
2,2,B,2,3,5,4,1,2,4,1,5,3,0.449733154
1,3,B,1,2,3,4,5,1,2,4,5,3,1.43190226
0,3,A,2,5,3,4,1,3,1,2,5,4,0.158323047
1,2,B,4,1,3,2,5,1,2,3,5,4,1.451614748
1,3,A,1,2,3,4,5,1,2,3,4,5,1.135418565
4,2,A,1,2,5,3,4,1,3,4,5,2,0.547490305
4,2,A,5,3,2,4,1,2,3,1,4,5,0.383649362
4,1,B,2,1,4,3,5,4,3,1,5,2,0.590713215
1,3,B,1,2,3,4,5,4,2,3,5,1,1.43190226
1,3,A,2,1,4,3,5,1,2,3,4,5,0.8604811
3,1,A,1,2,4,3,5,3,1,2,5,4,0.486140847
2,3,A,1,2,4,3,5,1,2,3,5,4,0.37660306
4,1,A,1,2,5,3,4,1,2,3,4,5,0.856901071
2,2,B,2,1,3,4,5,2,1,3,4,5,0.263189066
2,1,B,1,2,3,4,5,3,2,4,5,1,0.401150254
4,2,A,1,2,4,3,5,1,3,4,5,2,0.547490305
4,3,A,1,2,5,3,4,5,1,2,3,4,0.922838061
1,3,A,1,2,5,3,4,2,5,3,4,1,1.603965293
1,2,A,2,5,3,1,4,3,2,4,5,1,1.00068496
1,2,A,1,4,2,3,5,1,2,3,5,4,0.872327037
2,2,B,1,2,3,5,4,5,2,1,4,3,0.449733154
4,2,A,1,2,4,3,5,1,2,3,5,4,0.794201005
1,3,A,1,2,4,3,5,2,1,3,5,4,1.647062162
1,2,B,4,3,1,2,5,2,1,3,4,5,1.120931218
1,3,A,5,2,4,3,1,1,5,4,3,2,2.740829557
1,3,A,1,3,4,2,5,1,4,2,5,3,1.647062162
4,3,A,1,3,4,5,2,1,3,4,5,2,0.609667162
4,3,A,1,2,4,3,5,1,3,4,5,2,1.891117323
3,3,A,1,2,5,4,3,3,1,5,2,4,1.556337924
4,3,A,5,3,1,4,2,5,1,3,2,4,1.891117323
2,3,B,1,2,3,4,5,1,2,3,4,5,0.6370418
1,3,B,5,1,4,2,3,4,5,3,2,1,1.630448228
2,2,B,4,2,3,5,1,1,3,4,2,5,0.270260681
1,3,A,1,2,5,3,4,1,2,3,4,5,1.870359339
2,3,A,3,1,4,2,5,1,3,4,5,2,0.6266945
0,1,B,2,1,3,4,5,2,3,4,5,1,0.192026428
2,2,A,4,1,2,3,5,1,3,2,5,4,0.186306869
2,1,B,2,1,3,4,5,1,2,4,5,3,1.541011874
2,1,A,1,2,4,3,5,1,2,4,5,3,2.235424386
3,1,A,1,2,5,3,4,3,1,2,5,4,2.638153144
2,1,A,4,5,2,1,3,3,2,5,4,1,0.401150254
1,1,A,5,4,2,1,3,1,4,3,2,5,1.20942577
1,3,B,1,3,2,5,4,1,2,4,5,3,0.8604811
2,1,B,5,4,3,1,2,5,1,4,2,3,0.472541695
2,3,A,1,3,4,2,5,2,3,4,5,1,0.266590623
1,3,B,1,2,3,4,5,1,3,4,5,2,0.8604811
4,2,A,1,2,5,3,4,1,3,4,5,2,0.38755867
2,3,A,4,3,2,1,5,4,2,3,5,1,0.6266945
2,1,A,1,4,5,2,3,4,1,2,3,5,0.472541695
4,1,B,2,1,3,4,5,1,2,4,5,3,0.982989152
2,3,B,1,3,2,4,5,1,3,4,5,2,0.909096284
3,2,B,1,2,5,4,3,1,3,4,5,2,0.530756013
1,1,B,1,2,3,4,5,3,4,1,5,2,1.197226278
4,3,B,1,2,3,4,5,4,1,2,5,3,0.55456628
4,2,A,5,4,3,2,1,1,5,2,3,4,0.488759082
1,2,A,3,1,2,4,5,3,1,4,5,2,1.00068496
4,3,A,1,2,4,3,5,1,3,2,4,5,0.796350911
1,2,A,4,1,5,3,2,3,5,2,4,1,2.705858006
4,1,A,1,3,5,2,4,5,1,4,2,3,0.83447948
2,1,A,2,1,4,3,5,1,3,4,5,2,0.685478968
0,2,A,3,2,5,4,1,4,5,2,1,3,0.206244211
2,3,B,1,2,3,4,5,4,1,2,5,3,0.487703926
4,3,B,1,2,3,4,5,2,4,1,5,3,6.167147325
1,3,A,1,2,4,3,5,1,2,3,5,4,0.8604811
1,3,B,3,5,2,4,1,5,4,3,1,2,8.938154953
1,3,A,5,2,3,4,1,1,2,3,4,5,1.248232066
2,3,A,1,2,5,3,4,1,3,2,5,4,0.643533126
4,3,B,1,2,3,4,5,3,4,1,5,2,0.804465565
0,3,B,1,2,3,4,5,2,3,4,5,1,0.180275943
1,3,A,1,2,5,3,4,1,2,3,5,4,2.740829557
0,3,A,3,2,4,1,5,2,3,4,5,1,0.299992098
0,3,B,1,2,3,4,5,1,3,4,5,2,0.20890979
0,3,B,1,2,3,4,5,2,5,3,4,1,0.20890979
4,2,A,1,2,4,3,5,1,2,3,5,4,0.794201005
0,3,A,1,3,5,2,4,3,2,1,4,5,0.428106447
4,3,B,3,4,2,5,1,5,4,2,1,3,0.796350911
1,3,A,2,3,4,5,1,1,5,3,4,2,1.647062162
4,3,B,1,2,4,3,5,1,3,4,5,2,0.609667162
1,3,A,4,5,3,1,2,4,1,3,2,5,1.248232066
4,3,B,4,3,1,2,5,1,3,4,5,2,0.55456628
0,1,A,1,2,4,3,5,3,2,5,4,1,0.45601066
4,3,A,1,2,4,3,5,1,2,3,5,4,0.609667162
2,2,A,2,3,4,1,5,1,2,4,5,3,0.263189066
4,3,B,5,3,1,4,2,3,4,2,5,1,1.014529879
4,1,B,1,2,3,4,5,2,3,4,5,1,0.982989152
0,0,A,1,2,4,3,5,2,1,3,5,4,0.316343584
2,2,A,2,3,5,1,4,1,2,4,5,3,0.186306869
1,3,A,1,4,5,3,2,1,3,4,5,2,1.647062162
1,3,A,1,2,5,3,4,5,2,3,1,4,1.889417919
1,3,A,1,2,5,3,4,1,2,3,5,4,0.8604811
1,3,A,1,2,4,3,5,1,2,3,4,5,2.740829557
2,2,B,1,2,3,4,5,2,1,3,4,5,0.184427589
1,3,A,1,2,5,3,4,1,2,3,5,4,1.248232066
4,1,B,1,2,3,5,4,1,2,3,4,5,0.982989152
1,0,A,1,2,4,3,5,1,3,4,5,2,4.761023281
2,3,B,4,5,3,2,1,5,3,2,1,4,0.487703926
1,2,A,5,3,2,1,4,2,4,1,3,5,1.451614748
4,1,B,1,2,3,4,5,2,3,4,5,1,0.97307373
1,3,A,2,4,1,5,3,3,2,1,4,5,1.43190226
4,3,B,3,1,2,4,5,1,2,3,5,4,1.136439798
2,1,A,1,2,4,3,5,1,3,4,5,2,0.667542791
4,2,B,1,2,3,4,5,2,3,1,5,4,0.644925421
2,2,B,2,5,1,4,3,5,2,3,1,4,0.449733154
4,1,B,1,2,3,4,5,1,3,4,5,2,0.590713215
0,3,B,1,2,3,4,5,1,4,3,5,2,0.182112918
2,2,B,2,1,3,5,4,3,1,2,5,4,0.43796548
1,3,B,2,4,5,1,3,2,5,1,3,4,1.248232066
4,1,A,2,1,4,3,5,1,2,4,5,3,0.590713215
4,2,B,1,2,3,4,5,1,4,3,5,2,0.38755867
1,1,B,4,1,2,3,5,4,1,2,5,3,1.20942577
4,3,A,1,3,4,2,5,1,2,4,5,3,0.69937619
4,3,A,1,2,4,3,5,1,2,4,5,3,0.420280078
3,1,B,4,2,5,1,3,1,2,3,5,4,0.486140847
2,2,B,1,2,3,5,4,1,4,3,5,2,0.186306869
4,3,A,1,2,4,3,5,1,2,4,5,3,0.420280078
2,2,B,1,2,5,3,4,1,2,3,4,5,0.186306869
2,1,A,1,3,5,2,4,4,1,3,5,2,0.401150254
1,3,B,4,1,3,2,5,5,4,3,1,2,1.647062162
4,2,A,2,4,5,1,3,5,4,2,3,1,0.547490305
4,1,B,1,2,3,4,5,1,4,2,5,3,0.83447948
4,1,A,4,3,5,2,1,3,2,1,5,4,0.856901071
0,3,A,1,2,4,3,5,2,4,3,5,1,0.303048956
3,3,B,1,2,3,4,5,2,1,4,5,3,0.662053195
1,3,A,1,2,4,3,5,1,4,2,5,3,1.135418565
0,3,A,1,4,2,3,5,2,1,3,5,4,0.674406374
1,3,A,4,5,2,1,3,1,4,2,3,5,1.248232066
2,0,A,3,5,1,2,4,5,2,3,4,1,0.886404189
4,2,A,5,4,2,3,1,1,3,4,5,2,0.293712752
0,1,B,1,2,3,4,5,1,4,3,5,2,0.101343366
0,3,A,2,1,4,3,5,2,4,1,5,3,0.681278438
2,3,B,5,4,3,2,1,5,3,2,1,4,0.37660306
2,1,B,1,2,3,4,5,1,2,3,5,4,0.401150254
0,2,B,4,5,2,3,1,5,4,1,3,2,0.160502623
0,3,B,2,1,3,4,5,1,2,3,5,4,0.962417739
1,3,B,4,3,1,5,2,2,1,5,4,3,1.135418565
1,3,B,1,2,3,4,5,1,2,4,5,3,0.8604811
2,3,B,2,1,3,4,5,3,1,2,5,4,0.443625915
1,3,B,1,2,3,4,5,1,2,3,5,4,1.630448228
4,2,B,1,2,3,4,5,1,3,4,5,2,0.38755867
2,1,A,5,4,1,3,2,5,2,3,1,4,0.401150254
1,3,A,1,2,5,3,4,2,3,4,5,1,2.713182778
2,3,B,1,2,3,4,5,2,1,3,5,4,0.38672199
0,3,B,1,3,2,4,5,1,3,2,4,5,0.303048956
4,3,B,2,3,4,1,5,2,1,4,5,3,0.804465565
2,0,A,1,4,2,3,5,3,1,5,2,4,1.272866397
1,2,A,3,1,4,5,2,3,4,1,5,2,1.451614748
0,2,B,4,2,3,5,1,2,5,4,1,3,0.096451747
1,3,A,1,2,3,4,5,1,2,3,5,4,1.248232066
2,3,B,1,4,5,2,3,3,2,1,5,4,0.38672199
4,1,A,5,4,1,2,3,2,5,3,1,4,2.014381388
3,3,B,1,2,3,4,5,1,3,2,4,5,0.662053195
1,3,A,1,2,5,3,4,1,2,3,4,5,1.248232066
1,3,B,2,4,1,5,3,2,1,4,5,3,2.740829557
0,3,B,3,1,2,5,4,5,3,4,1,2,0.428106447
2,3,A,1,2,4,3,5,3,1,2,5,4,0.909096284
1,3,B,2,4,3,1,5,4,1,2,5,3,1.248232066
4,3,A,1,2,4,3,5,1,2,3,5,4,1.136439798
4,2,B,2,1,3,4,5,3,1,4,5,2,0.38755867
4,3,B,3,4,1,5,2,1,3,2,5,4,6.167147325
1,3,A,1,2,5,3,4,1,3,4,5,2,2.740829557
1,3,B,1,2,3,4,5,1,2,3,5,4,6.773813326
0,3,A,2,1,5,3,4,1,4,2,5,3,0.138014939
4,2,A,4,1,2,3,5,4,2,3,1,5,0.383649362
