torwatch,torwarn,weightfactor,lang
NA,2,0.726937,English
2,NA,0.526114,English
1,NA,0.540558,English
1,NA,0.63786,English
NA,2,1.300098,English
2,NA,1.657257,English
NA,2,0.968729,English
NA,2,0.611835,English
1,NA,1.148625,English
NA,2,0.467797,English
1,NA,0.487458,English
3,NA,0.63786,English
1,NA,0.857669,English
2,NA,1.565939,English
NA,2,0.606347,English
NA,2,0.38886,English
1,NA,1.064224,English
NA,2,0.726937,English
1,NA,0.590807,English
1,NA,0.635616,English
2,NA,0.900941,English
NA,2,0.323775,English
NA,2,0.63786,English
1,NA,0.63786,English
NA,2,0.38886,English
1,NA,1.657257,English
1,NA,0.481,English
2,NA,1.300098,English
NA,2,0.672302,English
NA,2,1.148625,English
1,NA,0.484508,English
1,NA,0.467797,English
1,NA,0.612277,English
NA,3,0.546617,English
2,NA,2.065683,English
NA,2,0.808962,English
2,NA,0.841543,English
1,NA,0.646643,English
1,NA,0.572854,English
NA,1,0.540558,English
2,NA,0.900941,English
NA,2,0.323775,English
NA,3,0.660751,English
1,NA,0.38886,English
NA,2,0.743294,English
1,NA,0.546617,English
1,NA,0.540558,English
2,NA,0.940128,English
2,NA,0.526114,English
NA,2,0.63786,English
NA,2,0.487458,English
NA,2,0.939256,English
NA,2,0.590807,English
1,NA,0.572854,English
NA,2,0.481,English
2,NA,1.101848,English
NA,2,0.672302,English
NA,2,0.467797,English
NA,2,0.467797,English
1,NA,1.107378,English
NA,2,0.546617,English
NA,2,0.323775,English
NA,2,1.19344,English
1,NA,0.857669,English
1,NA,0.660751,English
NA,2,0.884218,English
NA,2,0.804612,English
2,NA,0.479538,English
NA,1,1.409547,English
NA,1,0.606347,English
1,NA,0.481,English
1,NA,0.467797,English
NA,2,1.050595,English
NA,2,0.900941,English
NA,2,0.467797,English
NA,2,0.606347,English
2,NA,0.479538,English
2,NA,0.526114,English
NA,2,0.481,English
1,NA,0.484508,English
NA,2,0.648168,English
1,NA,0.487458,English
2,NA,0.467797,English
1,NA,1.627167,English
NA,1,1.148625,English
NA,2,0.885432,English
1,NA,0.606347,English
NA,2,0.606347,English
NA,2,0.590807,English
NA,2,0.63786,English
NA,2,0.968729,English
1,NA,1.148625,English
1,NA,0.885432,English
1,NA,0.572854,English
NA,2,0.484508,English
3,NA,0.323775,English
NA,2,0.484508,English
NA,2,0.479538,English
1,NA,0.479538,English
NA,2,0.726937,English
1,NA,0.479538,English
NA,2,0.648168,English
NA,2,0.526114,English
NA,2,0.726937,English
1,NA,0.526114,English
2,NA,0.590807,English
NA,2,1.91449,English
1,NA,0.660751,English
NA,2,0.481,English
1,NA,0.481,English
1,NA,0.467797,English
1,NA,0.593401,English
1,NA,0.900941,English
NA,2,0.648168,English
1,NA,0.572854,English
NA,2,1.064224,English
1,NA,0.526114,English
2,NA,0.467797,English
NA,2,0.572854,English
NA,2,0.572854,English
1,NA,1.148625,English
NA,2,0.635616,English
1,NA,0.884218,English
1,NA,0.484508,English
1,NA,0.481,English
NA,1,0.884218,English
NA,2,1.148625,English
NA,2,0.900941,English
1,NA,1.142142,English
NA,2,0.467797,English
1,NA,0.606347,English
NA,2,0.540558,English
1,NA,0.884218,English
NA,2,0.540558,English
1,NA,0.540558,English
NA,2,0.323775,English
NA,2,0.804612,English
NA,2,0.479538,English
2,NA,0.672302,English
1,NA,0.884218,English
1,NA,0.479538,English
NA,1,2.47655,English
NA,2,0.484508,English
NA,2,0.546617,English
NA,1,0.672302,English
1,NA,0.940128,English
1,NA,0.467797,English
NA,2,1.19344,English
NA,2,0.63786,English
NA,2,1.19344,English
NA,2,0.940128,English
2,NA,1.565939,English
1,NA,0.63786,English
1,NA,0.611835,English
2,NA,0.743294,English
1,NA,0.526114,English
NA,2,0.481,English
1,NA,0.540558,English
1,NA,0.672302,English
1,NA,0.808962,English
NA,1,0.593401,English
NA,2,0.467797,English
1,NA,0.660751,English
1,NA,0.540558,English
NA,2,0.808962,English
NA,2,0.467797,English
3,NA,0.467797,English
NA,2,0.884218,English
1,NA,1.148625,English
NA,2,0.479538,English
NA,2,0.648168,English
NA,2,0.479538,English
1,NA,1.064224,English
NA,2,0.968729,English
1,NA,0.884218,English
NA,2,0.660751,English
NA,1,0.940128,English
1,NA,0.606347,English
3,NA,1.408229,English
1,NA,0.856761,English
NA,2,0.726937,English
NA,2,0.885432,English
1,NA,0.939256,English
NA,2,1.19344,English
1,NA,0.763914,English
NA,2,0.672302,English
1,NA,0.611835,English
NA,1,0.323775,English
NA,2,0.540558,English
NA,2,0.968729,English
NA,2,0.540558,English
1,NA,0.648168,English
NA,2,0.611835,English
NA,1,0.612277,English
2,NA,0.323775,English
NA,2,0.540558,English
NA,2,0.884218,English
1,NA,0.939256,English
NA,2,0.612277,English
NA,1,1.91449,English
NA,2,0.611835,English
NA,2,0.968729,English
1,NA,0.38886,English
NA,2,1.91449,English
1,NA,0.804612,English
NA,1,0.968729,English
2,NA,0.612277,English
1,NA,1.657257,English
1,NA,0.726937,English
NA,2,0.763914,English
1,NA,0.763914,English
1,NA,0.481,English
NA,2,1.930509,English
2,NA,0.856761,English
NA,2,0.63786,English
NA,1,0.940128,English
NA,2,0.885432,English
NA,2,0.672302,English
NA,2,0.481,English
NA,2,1.101848,English
NA,2,0.885432,English
NA,2,0.885432,English
1,NA,0.672302,English
NA,1,0.38886,English
2,NA,0.63786,English
2,NA,0.763914,English
NA,1,1.956889,English
NA,2,0.648168,English
2,NA,1.409547,English
NA,2,0.672302,English
NA,2,1.657257,English
NA,2,0.648168,English
NA,2,0.841543,English
1,NA,0.672302,English
NA,1,0.606347,English
NA,1,0.743294,English
NA,3,0.804612,English
1,NA,0.885432,English
1,NA,0.648168,English
3,NA,0.481,English
1,NA,0.612277,English
NA,1,0.611835,English
NA,1,0.743294,English
NA,1,0.672302,English
NA,2,0.635616,English
1,NA,0.743294,English
NA,2,0.606347,English
NA,1,0.38886,English
NA,1,0.38886,English
NA,2,0.38886,English
1,NA,0.648168,English
NA,1,1.565939,English
1,NA,0.743294,English
NA,2,0.841543,English
NA,2,0.808962,English
NA,2,0.900941,English
1,NA,0.487458,English
NA,2,0.635616,English
NA,1,0.841543,English
2,NA,0.606347,English
NA,2,1.409547,English
1,NA,1.142142,English
2,NA,0.857669,English
2,NA,1.623058,English
2,NA,0.743294,English
3,NA,2.566052,English
1,NA,0.841543,English
NA,2,0.611835,English
NA,2,0.763914,English
1,NA,0.481,English
NA,2,0.487458,English
NA,2,0.885432,English
3,NA,1.19344,English
2,NA,0.763914,English
1,NA,0.857669,English
1,NA,0.968729,English
NA,2,0.857669,English
NA,2,0.635616,English
1,NA,0.38886,English
NA,2,1.142142,English
1,NA,0.743294,English
2,NA,0.487458,English
2,NA,0.38886,English
NA,2,0.612277,English
1,NA,0.808962,English
1,NA,0.672302,English
NA,3,1.19344,English
1,NA,0.804612,English
NA,3,1.328473,English
NA,2,0.38886,English
1,NA,0.38886,English
1,NA,0.856761,English
NA,1,1.328473,English
3,NA,0.939256,English
NA,2,0.648168,English
NA,1,1.328473,English
NA,2,0.38886,English
1,NA,0.808962,English
NA,1,0.612277,English
3,NA,1.328473,English
3,NA,0.856761,English
NA,2,0.743294,English
NA,2,0.884218,English
NA,1,0.808962,English
1,NA,0.606347,English
2,NA,0.900941,English
1,NA,0.763914,English
3,NA,0.63786,English
NA,2,0.808962,English
NA,2,1.19344,English
1,NA,0.606347,English
NA,2,0.808962,English
1,NA,0.487458,English
NA,1,0.606347,English
1,NA,0.968729,English
NA,2,0.726937,English
1,NA,0.481,English
NA,2,0.939256,English
1,NA,0.841543,English
NA,3,0.487458,English
NA,2,0.804612,English
NA,2,0.900941,English
1,NA,0.672302,English
NA,2,0.63786,English
2,NA,0.481,English
NA,2,1.19344,English
NA,1,1.148625,English
1,NA,1.408229,English
2,NA,0.672302,English
NA,2,0.648168,English
2,NA,0.612277,English
2,NA,0.648168,English
1,NA,1.142142,English
1,NA,0.884218,English
1,NA,0.611835,English
1,NA,1.930509,English
NA,2,0.63786,English
NA,2,0.648168,English
NA,2,0.487458,English
NA,1,1.142142,English
1,NA,1.097236,English
NA,2,0.763914,English
NA,2,0.939256,English
NA,1,0.672302,English
1,NA,1.565939,English
NA,2,0.968729,English
3,NA,1.409547,English
NA,1,0.612277,English
NA,2,1.19344,English
NA,3,0.856761,English
NA,1,1.712497,English
NA,2,0.487458,English
1,NA,0.672302,English
1,NA,0.856761,English
NA,2,1.657257,English
NA,2,0.481,English
1,NA,0.38886,English
NA,2,0.611835,English
1,NA,0.38886,English
NA,2,1.19344,English
1,NA,0.606347,English
1,NA,0.726937,English
1,NA,0.635616,English
1,NA,0.672302,English
NA,2,1.19344,English
1,NA,0.38886,English
NA,1,0.63786,English
1,NA,0.672302,English
NA,2,0.648168,English
2,NA,0.63786,English
1,NA,0.648168,English
NA,2,0.743294,English
NA,1,0.900941,English
NA,2,0.487458,English
NA,1,0.635616,English
NA,2,0.939256,English
NA,2,0.635616,English
NA,2,0.726937,English
NA,2,2.566052,English
NA,2,0.606347,English
1,NA,0.841543,English
NA,2,0.481,English
NA,2,1.142142,English
2,NA,4.076858,English
2,NA,0.763914,English
NA,2,1.561469,English
1,NA,0.984748,English
NA,2,1.090347,English
NA,2,1.050595,English
NA,2,0.740303,English
1,NA,1.050595,English
NA,2,0.7404,English
1,NA,1.906958,English
1,NA,0.729703,English
1,NA,0.750358,English
1,NA,0.225397,English
NA,2,0.7404,English
NA,3,0.984748,English
NA,2,0.964626,English
1,NA,1.263585,English
1,NA,1.097236,English
2,NA,0.7404,English
NA,3,1.306155,English
3,NA,0.990728,English
1,NA,0.7404,English
3,NA,0.984748,English
2,NA,0.412075,English
NA,2,0.7404,English
2,NA,3.043173,English
NA,2,0.646643,English
NA,2,2.850055,English
NA,2,0.984748,English
NA,2,0.990728,English
NA,2,1.090347,English
NA,1,0.740303,English
NA,2,0.729703,English
1,NA,1.090347,English
NA,1,1.050595,English
NA,2,0.990728,English
NA,2,0.984748,English
1,NA,1.596672,English
2,NA,0.990728,English
2,NA,2.285939,English
1,NA,0.646643,English
1,NA,2.850055,English
NA,2,0.984748,English
NA,2,0.740303,English
NA,2,0.729703,English
NA,1,1.263585,English
2,NA,3.043173,English
1,NA,0.823887,English
NA,3,0.225397,English
NA,2,1.33715,English
NA,2,0.7404,English
1,NA,0.750358,English
NA,2,0.7404,English
1,NA,1.090347,English
NA,2,1.050595,English
1,NA,0.984748,English
NA,2,1.263585,English
1,NA,0.729703,English
NA,2,0.225397,English
NA,2,1.306155,English
1,NA,0.823887,English
1,NA,1.090347,English
NA,2,1.627167,English
1,NA,1.263585,English
1,NA,4.579378,English
NA,2,1.650705,English
1,NA,1.627167,English
NA,2,0.740303,English
1,NA,0.646643,English
NA,2,1.906958,English
NA,2,0.7404,English
NA,2,0.964626,English
1,NA,1.906958,English
1,NA,0.750358,English
2,NA,1.827636,English
NA,2,0.823887,English
NA,2,1.263585,English
NA,1,1.33715,English
1,NA,0.740303,English
NA,2,0.412075,English
1,NA,0.7404,English
NA,2,0.740303,English
2,NA,0.7404,English
1,NA,0.990728,English
3,NA,0.964626,English
NA,2,0.646643,English
NA,2,1.306155,English
1,NA,1.306155,English
1,NA,0.823887,English
1,NA,1.090347,English
1,NA,0.750358,English
NA,2,2.285939,English
NA,2,2.285939,English
1,NA,0.964626,English
1,NA,0.750358,English
NA,2,0.823887,English
1,NA,0.823887,English
1,NA,0.740303,English
NA,2,0.7404,English
1,NA,0.823887,English
NA,2,3.186876,English
NA,2,1.090347,English
1,NA,0.7404,English
NA,2,1.650705,English
1,NA,1.050595,English
1,NA,0.740303,English
NA,2,0.865764,English
2,NA,1.33715,English
NA,2,0.990728,English
1,NA,0.646643,English
NA,2,1.090347,English
2,NA,0.865764,English
NA,2,1.33715,English
NA,2,0.7404,English
1,NA,0.750358,English
1,NA,1.097236,English
1,NA,0.865764,English
1,NA,0.964626,English
NA,1,0.990728,English
NA,2,1.596672,English
1,NA,0.964626,English
1,NA,1.101848,English
1,NA,0.750358,English
2,NA,0.750358,English
NA,2,1.090347,English
NA,2,1.596672,English
NA,2,0.729703,English
1,NA,1.596672,English
2,NA,0.646643,English
2,NA,1.097236,English
1,NA,0.823887,English
NA,2,0.729703,English
NA,2,0.7404,English
2,NA,0.990728,English
1,NA,1.561469,English
1,NA,0.646643,English
2,NA,0.750358,English
2,NA,0.750358,English
NA,2,0.984748,English
NA,NA,0.250862,English
2,NA,0.964626,English
1,NA,0.823887,English
1,NA,0.823887,English
1,NA,0.984748,English
NA,NA,0.740303,English
2,NA,0.646643,English
1,NA,0.729703,English
2,NA,0.984748,English
NA,2,1.906958,English
1,NA,0.646643,English
NA,1,0.990728,English
1,NA,0.964626,English
1,NA,1.101848,English
NA,2,0.964626,English
NA,2,1.097236,English
NA,2,1.596672,English
1,NA,0.740303,English
1,NA,0.964626,English
1,NA,1.101848,English
NA,2,0.990728,English
1,NA,1.306155,English
NA,2,0.225397,English
NA,2,0.234539,English
NA,2,0.729703,English
NA,2,1.306155,English
1,NA,1.050595,English
NA,2,0.750358,English
1,NA,0.750358,English
1,NA,1.596672,English
1,NA,0.750358,English
NA,2,1.050595,English
NA,2,1.050595,English
2,NA,0.234539,English
NA,3,0.225397,English
NA,2,1.050595,English
1,NA,0.865764,English
NA,2,0.250862,English
1,NA,0.990728,English
NA,2,0.740303,English
NA,2,1.33715,English
NA,2,0.225397,English
NA,2,1.306155,English
3,NA,1.097236,English
1,NA,0.865764,English
1,NA,0.740303,English
1,NA,0.865764,English
1,NA,1.650705,English
NA,1,0.865764,English
NA,2,0.740303,English
NA,2,0.740303,English
1,NA,0.225397,English
2,NA,1.097236,English
1,NA,0.865764,English
2,NA,1.827636,English
1,NA,1.097236,English
NA,2,1.33715,English
2,NA,1.097236,English
1,NA,0.412075,English
1,NA,1.33715,English
2,NA,0.234539,English
2,NA,1.097236,English
NA,2,0.225397,English
NA,1,0.225397,English
NA,2,0.412075,English
NA,2,0.412075,English
1,NA,0.225397,English
1,NA,0.225397,English
NA,1,0.225397,English
1,NA,0.225397,English
NA,2,0.225397,English
2,NA,0.225397,English
NA,2,0.250862,English
1,NA,0.234539,English
1,NA,0.225397,English
1,NA,0.225397,English
NA,2,0.234539,English
NA,2,0.412075,English
2,NA,0.234539,English
1,NA,0.234539,English
NA,2,0.225397,English
1,NA,0.412075,English
3,NA,0.412075,English
NA,2,0.234539,English
NA,3,0.234539,English
NA,2,0.234539,English
NA,2,0.412075,English
1,NA,0.412075,English
NA,2,0.250862,English
1,NA,0.234539,English
1,NA,0.250862,English
NA,2,0.234539,English
1,NA,0.225397,English
1,NA,0.234539,English
NA,1,0.225397,English
NA,2,0.225397,English
NA,2,0.225397,English
1,NA,0.225397,English
1,NA,0.412075,English
NA,2,0.234539,English
NA,2,0.225397,English
NA,2,0.412075,English
1,NA,4.858463,English
NA,2,0.225397,English
NA,2,0.412075,English
NA,2,0.412075,English
NA,2,0.225397,English
2,NA,0.225397,English
NA,2,0.234539,English
NA,2,0.225397,English
NA,1,0.250862,English
1,NA,0.250862,English
NA,2,0.250862,English
2,NA,0.412075,English
1,NA,0.234539,English
1,NA,0.234539,English
NA,2,0.234539,English
NA,1,0.234539,English
1,NA,0.234539,English
NA,1,0.234539,English
NA,2,1.556337924,Spanish
NA,3,1.43190226,Spanish
2,NA,0.08773457,Spanish
NA,2,2.476719227,Spanish
NA,3,0.266590623,Spanish
1,NA,0.83447948,Spanish
2,NA,4.669595102,Spanish
NA,2,1.630448228,Spanish
3,NA,0.20890979,Spanish
NA,2,1.451614748,Spanish
NA,NA,1.3886337,Spanish
2,NA,0.43796548,Spanish
NA,1,0.20890979,Spanish
1,NA,2.740829557,Spanish
2,NA,0.643533126,Spanish
1,NA,0.428106447,Spanish
1,NA,0.783415996,Spanish
1,NA,0.37660306,Spanish
2,NA,1.123965585,Spanish
1,NA,0.793487316,Spanish
NA,2,1.43190226,Spanish
3,NA,1.248232066,Spanish
2,NA,0.443625915,Spanish
NA,1,0.63532198,Spanish
NA,1,1.101703996,Spanish
NA,2,1.135418565,Spanish
NA,2,0.601347256,Spanish
2,NA,2.740829557,Spanish
NA,2,1.123965585,Spanish
NA,2,1.101703996,Spanish
NA,3,0.83447948,Spanish
2,NA,0.922838061,Spanish
NA,1,4.365614143,Spanish
2,NA,0.20890979,Spanish
1,NA,2.669113275,Spanish
NA,2,0.793487316,Spanish
NA,3,1.3036604,Spanish
1,NA,0.793487316,Spanish
NA,2,0.547490305,Spanish
NA,2,0.83447948,Spanish
NA,3,0.340831911,Spanish
2,NA,0.295119407,Spanish
NA,2,0.229666757,Spanish
NA,2,0.160502623,Spanish
1,NA,0.229666757,Spanish
1,NA,0.138014939,Spanish
2,NA,0.138014939,Spanish
NA,2,0.295119407,Spanish
2,NA,0.6266945,Spanish
1,NA,4.365614143,Spanish
NA,2,0.43796548,Spanish
NA,2,1.889417919,Spanish
1,NA,2.014381388,Spanish
NA,2,2.326745946,Spanish
NA,1,0.180275943,Spanish
NA,NA,0.63532198,Spanish
3,NA,0.8604811,Spanish
NA,2,0.158323047,Spanish
1,NA,1.101703996,Spanish
NA,2,0.095141961,Spanish
1,NA,0.383649362,Spanish
2,NA,0.744961914,Spanish
2,NA,0.16864263,Spanish
1,NA,0.095141961,Spanish
1,NA,0.206244211,Spanish
NA,1,0.458894687,Spanish
1,NA,6.773813326,Spanish
2,NA,0.158323047,Spanish
NA,2,0.206802515,Spanish
3,NA,0.8604811,Spanish
NA,1,0.295119407,Spanish
NA,NA,0.229666757,Spanish
NA,2,0.488759082,Spanish
2,NA,0.872327037,Spanish
1,NA,1.338688392,Spanish
NA,2,0.988276897,Spanish
3,NA,0.8604811,Spanish
1,NA,0.295119407,Spanish
NA,2,0.38672199,Spanish
NA,1,0.138014939,Spanish
NA,2,0.229666757,Spanish
NA,3,1.889417919,Spanish
NA,1,1.00068496,Spanish
NA,3,0.516309348,Spanish
2,NA,0.872327037,Spanish
NA,2,0.516309348,Spanish
2,NA,0.229666757,Spanish
NA,1,0.158323047,Spanish
NA,2,0.428106447,Spanish
NA,2,0.158323047,Spanish
1,NA,0.138014939,Spanish
2,NA,1.730855345,Spanish
2,NA,0.37660306,Spanish
2,NA,1.135418565,Spanish
NA,1,0.158323047,Spanish
2,NA,2.077147675,Spanish
2,NA,0.295119407,Spanish
NA,1,0.962417739,Spanish
NA,1,0.158323047,Spanish
1,NA,0.428106447,Spanish
3,NA,1.101703996,Spanish
NA,1,3.871872116,Spanish
NA,1,1.891117323,Spanish
NA,2,0.935542444,Spanish
1,NA,0.086849591,Spanish
1,NA,1.136439798,Spanish
1,NA,0.52641841,Spanish
NA,1,0.145996617,Spanish
2,NA,1.43190226,Spanish
1,NA,0.793487316,Spanish
NA,2,0.123939497,Spanish
1,NA,2.077147675,Spanish
1,NA,1.397416075,Spanish
NA,1,1.00068496,Spanish
NA,2,2.669113275,Spanish
NA,2,1.43190226,Spanish
NA,2,0.206244211,Spanish
NA,2,0.909096284,Spanish
2,NA,0.229666757,Spanish
NA,2,0.29918221,Spanish
2,NA,0.145996617,Spanish
NA,1,0.138014939,Spanish
1,NA,0.428106447,Spanish
NA,1,0.095141961,Spanish
NA,1,1.338688392,Spanish
NA,2,0.978308137,Spanish
2,NA,0.211785777,Spanish
2,NA,0.303048956,Spanish
NA,1,0.295119407,Spanish
2,NA,4.309911191,Spanish
NA,2,0.299992098,Spanish
NA,2,0.644925421,Spanish
1,NA,0.295119407,Spanish
1,NA,0.160502623,Spanish
2,NA,3.308496598,Spanish
NA,2,2.326745946,Spanish
NA,3,0.125541339,Spanish
2,NA,0.599410998,Spanish
1,NA,0.257264422,Spanish
NA,3,0.177347769,Spanish
2,NA,0.295119407,Spanish
2,NA,0.295119407,Spanish
1,NA,0.456392907,Spanish
2,NA,1.135418565,Spanish
NA,2,0.295119407,Spanish
1,NA,2.326745946,Spanish
2,NA,0.295119407,Spanish
2,NA,2.077147675,Spanish
2,NA,0.643533126,Spanish
1,NA,0.783415996,Spanish
NA,2,2.326745946,Spanish
1,NA,0.177347769,Spanish
2,NA,0.609667162,Spanish
2,NA,0.303048956,Spanish
1,NA,0.182112918,Spanish
2,NA,0.295119407,Spanish
NA,2,0.229666757,Spanish
NA,2,1.101703996,Spanish
NA,2,2.326745946,Spanish
NA,2,0.110644068,Spanish
NA,2,0.206802515,Spanish
1,NA,0.428106447,Spanish
NA,2,1.321607428,Spanish
NA,2,3.871872116,Spanish
1,NA,0.127269621,Spanish
2,NA,0.303048956,Spanish
NA,1,1.603965293,Spanish
NA,3,0.644925421,Spanish
NA,1,0.206244211,Spanish
NA,2,1.630448228,Spanish
NA,2,2.077147675,Spanish
NA,1,0.303048956,Spanish
2,NA,0.295119407,Spanish
NA,1,0.138014939,Spanish
NA,2,1.43190226,Spanish
NA,2,0.110644068,Spanish
1,NA,0.20890979,Spanish
2,NA,1.014529879,Spanish
NA,1,1.891117323,Spanish
NA,2,0.428106447,Spanish
NA,1,0.303048956,Spanish
2,NA,1.889417919,Spanish
1,NA,0.20890979,Spanish
NA,1,2.326745946,Spanish
2,NA,0.590713215,Spanish
NA,3,0.55456628,Spanish
2,NA,0.783415996,Spanish
1,NA,1.889417919,Spanish
NA,3,0.180275943,Spanish
NA,2,0.783415996,Spanish
NA,2,1.338688392,Spanish
2,NA,0.83447948,Spanish
NA,2,0.91106313,Spanish
NA,3,0.303048956,Spanish
NA,2,1.320419799,Spanish
1,NA,1.072876915,Spanish
2,NA,1.891117323,Spanish
NA,2,1.136439798,Spanish
NA,1,0.804465565,Spanish
NA,2,2.604829883,Spanish
2,NA,0.6266945,Spanish
3,NA,0.257264422,Spanish
NA,2,1.647062162,Spanish
2,NA,3.871872116,Spanish
1,NA,0.872327037,Spanish
2,NA,0.428106447,Spanish
NA,3,0.263189066,Spanish
2,NA,0.55456628,Spanish
NA,2,0.804465565,Spanish
1,NA,0.38755867,Spanish
NA,3,0.144523947,Spanish
1,NA,0.91106313,Spanish
1,NA,0.982989152,Spanish
NA,2,0.20890979,Spanish
NA,2,0.38178762,Spanish
2,NA,0.443625915,Spanish
2,NA,1.43190226,Spanish
NA,2,0.488759082,Spanish
2,NA,0.935542444,Spanish
NA,2,4.365614143,Spanish
1,NA,0.55456628,Spanish
NA,2,1.889417919,Spanish
1,NA,0.783415996,Spanish
1,NA,0.547490305,Spanish
2,NA,1.889417919,Spanish
NA,1,0.546308357,Spanish
NA,3,0.451789267,Spanish
2,NA,1.248232066,Spanish
1,NA,0.37660306,Spanish
2,NA,1.321607428,Spanish
1,NA,0.182112918,Spanish
1,NA,0.37660306,Spanish
NA,2,0.8604811,Spanish
NA,2,0.420280078,Spanish
NA,3,0.420280078,Spanish
NA,2,1.151049468,Spanish
2,NA,0.6266945,Spanish
NA,1,0.138014939,Spanish
NA,1,0.913529383,Spanish
NA,2,0.138014939,Spanish
